dem_no,dem_str,dem_kind,dem_judgement,dem_title,dem_note,dem_subject,dem_jomun
165716,"조심2018중2915","심판","기각","청구인은 단지 자금을 대여하였으므로 처분청이 청구인에게 양도소득세를 부과한 처분은 부당하다는 청구주장의 당부","부동산매매계약서에 첨부된 약정사항에 따르면 제세공과금과 경비 등을 제외한 나머지 금액을 ○○○와 청구인 그리고 △△△에게 배분하는 형식으로 되어 있는바, 이는 금전소비대차계약에 따른 정산내역이 아니라 부동산 투자계약에 따른 수익분배로 보이는 점 등에 비추어 처분청이 쟁점토지에 대한 미등기전매로 보아 청구인에게 양도소득세를 과세한 이 건 처분은 달리 잘못이 없음","양도소득, 금전대여","소득세법 제94조 / 소득세법 제114조"
165715,"조심2018서1069","심판","경정","토지 및 건물의 양도가액을 기준시가로 안분 계산한 처분의 당부","「소득세법」제100조 제2항 및 같은 법 시행령 제166조 제6항, 「부가가치세법 시행령」제64조에 토지와 건물 등의 가액 구분이 불분명할 때에는 양도 당시의 기준시가 등을 고려하여 일괄양도가액을 안분 계산(按分計算)하여야 하나 감정평가가액이 있는 경우에는 그 가액을 적용한다고 규정되어 있는바, 이 건 상가의 특성상 한국자산관리공사가 의뢰하여 평가한 쟁점토지 및 쟁점건물의 가액은 이 건 양도시기 직전 과세기간에 평가된 감정가액으로 기준시가보다는 우선 적용하는 것이 합리적인 것으로 보이는 점 등에 비추어 쟁점토지와 쟁점건물의 일괄양도가액을 기준시가에 의하여 안분 계산하여 과세한 이 건 처분은 잘못이 있음","양도가액, 구분, 토지불하, 감정평가","소득세법 제100조 / 소득세법 시행령제166조"
165714,"조심2018서2855","심판","각하","이 건 심판청구가 적법한지 여부","청구인이 이 건 납부통지서를 2015.8.17. 수령하였음이 국세통합전산망의 송달조회 내역에 의하여 확인되고, 청구인은 이에 불복하여 2018.6.18. 심판청구를 제기한 것으로 나타나는바, 청구인이 이 건 납부통지서를 받은 날부터 90일을 경과하여 제기한 이 건 심판청구는 청구기간이 경과되어 부적법한 심판청구로서 본안심리대상이 아닌 것으로 판단됨","청구기간도과","국세기본법 제55조 / 국세기본법 제61조 / 국세기본법 제68조"
165713,"조심2017서4138","심판","기각","해외 신용카드회사에게 카드 사용금액에 따라 지급한 쟁점분담금 등을 상표사용권에 대한 대가로서 사용료소득에 해당하는 것으로 보아 경정청구를 거부한 처분의 당부","청구법인이 산업상?상업상의 지식?경험에 관한 정보 또는 노하우 등의 자산?정보 또는 권리의 사용에 대한 유상의 대가로 쟁점분담금 등을 지급한 것으로 보이는 점, 청구법인이 VISA로부터 허여받은 상표사용권 등을 기초로 국내에서 카드사용자들에게 관련 카드를 발급하여 이를 사용하도록 하였고, VISA가 청구법인에 대한 서비스 제공을 국내로 한정하고 있는 것으로 나타나는 점, VISA가 국내에서 부가가치세가 면제되는 금융?보험업을 영위한 사실이 없고 단지 상표사용권 등을 허여한 것에 불과한 점 등에 비추어 이 건 처분은 잘못이 없는 것으로 판단됨","상표권, 사용료, 대리납부, 분담금","부가가치세법 제11조 / 부가가치세법 제52조 / 부가가치세법 시행령제40조"
165712,"조심2018지1055","심판","기각","쟁점토지의 등기에 따른 등록세는 구「지방세법」제266조 제2항 제1호에 따라 감면되어야 한다는 청구주장의 당부","청구법인은 쟁점토지에 대해서 구「지방세법」제266조 제2항에 따라 등록세를 면제해야한다고 주장하나, 청구법인이 제출한 자료만으로는 쟁점토지를 국가 등의 농업생산시설기반정비계획에 따라 취득ㆍ소유하는 농업기반시설용 토지로 인정하기 어려운 점, 등록세 납세의무는 그 등기일에 성립하는데, 쟁점토지를 등기할 당시의 지방세관계법령에서는 농업기반시설용 토지에 대한 등록세 면제규정을 두고 있지 않은 점 등에 비추어 청구주장을 받아들이기 어려움.","농업기반시설, 납세의무 성립일, 등기일","「지방세법」(2010.3.31. 법률 제10221호로 전부개정되기 전의 것) 제266조 제2항"
165711,"조심2017지0761","심판","기각","청구법인의 설립이「지방세특례제한법」제100조 제6항에 따른 사업의 확장 또는 업종의 추가로서 창업에 해당하지 아니하고, 쟁점부동산의 취득일부터 2년 이내에 정당한 사유 없이 임대한 것으로 보아 경정청구를 거부한 처분의 당부","청구법인은 쟁점부동산을 창업중소기업의 사업용 재산으로 취득한 것이라고 주장하나, 청구법인이 쟁점부동산을 취득하고 2년 이내에 해당 사업에 직접 사용하지 않았고, 사용하지 못한 데에 정당한 사유가 있다고 보기도 어려움. 따라서 쟁점부동산의 경우 경정청구 시점에「지방세특례제한법」제58조의3 제1항에 따른 추징사유가 이미 발생한 상태였으므로 쟁점부동산에 대해서 취득세 등을 감면하기는 어려움.","창업중소기업, 사업용 재산, 정당한 사유","「지방세특례제한법」제58조의3 제1항"
165710,"조심2016서1179","심판","기각","쟁점토지의 취득가액을 시가에 따라 산정하여야 하는지, 아니면 장부가액으로 산정하여야 하는지 여부","청구법인들은 단지조성 공사비 등 지출한 투자비에 대하여 이익금을 배당받을 수 있는 것으로 보이는 점, 쟁점협약서상 공사대가를 감정평가에 의해 조성부지로 지급한다고만 되어 있음에도 청구법인들은 투자비나 장부가액을 상회하는 쟁점토지를 지분율에 따라 취득한 점, 매매계약을 통해 취득한 잔여토지와는 달리 쟁점토지의 경우 매매계약을 체결한 사실이 나타나지 않는 점 등에 비추어 청구법인들이 쟁점토지를 매입하였다고 보기 어려우므로 쟁점토지가 개발이익금의 분배 등「법인세법 시행령」제72조 제2항 제6호의 “그 밖의 방법으로 취득한 자산”으로서 그 취득가액을 취득당시의 시가로 보아 처분청이 경정청구를 거부한 처분은 잘못이 없음","자산 취득가액, 시가, 감정평가액, 장부가액, 공동투자","법인세법 시행령제72조"
165709,"조심2016서1180","심판","기각","쟁점토지의 취득가액을 시가에 따라 산정하여야 하는지, 아니면 장부가액으로 산정하여야 하는지 여부","청구법인들은 단지조성 공사비 등 지출한 투자비에 대하여 이익금을 배당받을 수 있는 것으로 보이는 점, 쟁점협약서상 공사대가를 감정평가에 의해 조성부지로 지급한다고만 되어 있음에도 청구법인들은 투자비나 장부가액을 상회하는 쟁점토지를 지분율에 따라 취득한 점, 매매계약을 통해 취득한 잔여토지와는 달리 쟁점토지의 경우 매매계약을 체결한 사실이 나타나지 않는 점 등에 비추어 청구법인들이 쟁점토지를 매입하였다고 보기 어려우므로 쟁점토지가 개발이익금의 분배 등「법인세법 시행령」제72조 제2항 제6호의 “그 밖의 방법으로 취득한 자산”으로서 그 취득가액을 취득당시의 시가로 보아 처분청이 경정청구를 거부한 처분은 잘못이 없음","자산 취득가액, 시가, 감정평가액, 장부가액, 공동투자","법인세법 시행령제72조"
165708,"조심2018지0497","심판","기각","명의상 소유자에 불과한 청구인들을 제2차 납세의무자로 지정하고 납부통지한 처분이 부당하다는 청구주장의 당부","청구주장 외에는 명의신탁이 있었다는 사실을 입증할 만한 객관적인 증빙이나 자료를 제시하지 못하고 있는 반면, 쟁점체납법인이 ????세무서장에게 제출한 주식등변동상황명세서 및 주식?출자지분 양도명세서 등을 통하여 청구인들이 체납법인의 주식을 취득하여 납세의무성립일 현재 보유하고 있는 사실이 확인되고 있으므로 처분청이 이를 기준으로 쟁점체납법인의 과점주주가 된 것으로 보아 청구인들에게 제2차 납세의무를 지정 및 납부통지한 처분은 달리 잘못이 없다고 판단됨","지방소득세, 제2차납세의무지정, 납부통지","「지방세기본법」제47조"
165707,"조심2018지0784","심판","기각","회원제골프장에 대하여 재산세를 중과세하도록 규정한 법률이 헌법에 위반하여 부당하다는 청구주장의 당부","쟁점③토지에 대한 심판청구는 청구기간이 도과하여 제기된 부적합한 청구에 해당하고 쟁점①?②에 대한 심판청구는 이 건 심리일 현재까지 이 건 부과처분과 관련한 지방세법령이 위법하거나 헌법에 위반된다고 확정된 바가 없고, 관련 법령의 위헌여부는 헌법재판소의 소관사항이어서 우리 원이 결정할 사항이 아닌 점 등에 비추어 처분청이 이 건 재산세 등을 부과한 처분은 달리 잘못이 없다고 판단됨","재산세, 본안심리대상, 골프장, 중과세, 헌법위배","「지방세기본법」제89조 제1항 및 「지방세법」제111조 제1항 제1호 다목 2)"
165706,"조심2018지0609","심판","경정","청구법인의 업종(자동차종합정비업)을 서비스업으로 보아 창업중소기업에 해당하지 않는다하여 기 감면한 취득세 등(가산세 포함)을 추징한 처분의 당부","청구법인이 영위한 자동차수리업은 창업업종인 제조업이 아닌 서비스업에 해당하므로 감면요건을 충족하지 못한데 대한 감면배제대상에 해당하고, 지방세법에 따른 산출세액은 신고하였으나 감면판단을 그르쳐 최종 납부하여야 할 세액을 잘못 신고한 것으로 「지방세기본법」 제53조의2 무신고가산세 부과대상에 해당하지 아니함","취득세, 창업중소기업, 무신고가산세","구「조세특례제한법」제120조 제3항 및 「지방세기본법」제53조의2 내지 제53조의3"
